0,0.970955,0.030886,0.000099,1.000000,0.981565,0.328356,1.000000,1.000000,0.982947,0.956704,1.000000,0.944371,1.000000,1.000000,0.000075,0.995701,0.000000,0.548860,0.152038,0.003860,0.000001,0.000000,1.000000,0.999996,0.999868,0.999989,0.999986,0.001295,0.814011,0.944952,0.000003,0.813768,0.000000,0.000000,0.999147,0.000000,0.000000,0.968790,1.000000,0.999934,1.000000,0.997637,0.001518,1.000000,1.000000,1.000000,0.036998,1.000000,0.991993,0.000000,0.935207,0.060709,0.939785,1.000000,0.001242,0.009388,0.001840,0.005403,1.000000,1.000000,1.000000,0.001133,0.014795,0.000000,0.000000,1.000000,0.059815,0.991107,0.049161,0.000000,0.813375,0.000126,0.835889,0.000000,0.744094,1.000000,1.000000,1.000000,0.142372,0.004772,0.000000,1.000000,0.044530,0.263841,1.000000,1.000000,0.090558,1.000000,0.206421,1.000000,0.001497,0.000422,1.000000,0.934483,0.000000,0.941783,0.025761,1.000000,0.000952,1.000000,0.949177,0.999972,1.000000,0.000000,0.000182,0.000000,0.649189,0.000000,0.000002,1.000000,0.000000,0.000000,0.228119,0.278763,1.000000,1.000000,1.000000,0.043629,1.000000,0.987895,0.000000,0.999943,0.999959,0.808609,0.985863,0.000000,1.000000,1.000000
3,0.000003,0.926419,0.000000,0.999991,0.000289,0.962245,1.000000,1.000000,0.000013,0.695781,0.999999,0.437059,1.000000,1.000000,0.998041,0.888786,0.000000,0.227075,0.976411,0.011618,0.000000,0.000000,1.000000,0.999997,0.999967,1.000000,1.000000,0.996099,0.009652,0.345178,0.000000,0.975548,0.000002,0.000000,0.989872,0.000000,0.000004,0.992935,0.999994,1.000000,1.000000,0.878561,0.129000,0.999999,1.000000,1.000000,0.005159,1.000000,0.090085,0.000000,0.095880,0.998609,0.429267,1.000000,0.149393,0.950375,0.114411,0.017676,1.000000,1.000000,1.000000,0.016543,0.000065,0.000000,0.000000,1.000000,0.000626,0.285763,0.175251,0.000000,0.198841,0.000001,0.397535,0.000000,0.072105,1.000000,0.999995,1.000000,0.798292,0.255722,0.000000,1.000000,0.998413,0.335100,0.999961,1.000000,0.948582,1.000000,0.003965,1.000000,0.003111,0.152298,0.999995,0.046657,0.000000,0.958866,0.186684,1.000000,0.014608,1.000000,0.857169,1.000000,1.000000,0.000000,0.084151,0.000000,0.056280,0.000000,0.000079,1.000000,0.000000,0.000009,0.972986,0.723670,0.999999,1.000000,1.000000,0.043908,0.999999,0.000000,0.000014,0.999288,0.999754,0.252238,0.077238,0.000000,1.000000,0.999997
7,0.000296,0.042607,0.000000,1.000000,0.941925,0.905485,1.000000,1.000000,0.993308,0.240457,1.000000,0.017204,1.000000,1.000000,0.972337,0.982038,0.000000,0.174516,0.995962,0.015999,0.000000,0.000000,0.999999,1.000000,0.939393,1.000000,1.000000,0.002477,0.790405,0.959442,0.000000,0.014094,0.000008,0.104748,0.000000,0.000000,0.000000,0.629219,1.000000,1.000000,0.999997,0.944459,0.130078,0.998928,1.000000,1.000000,0.009957,1.000000,0.441981,0.000000,0.922042,0.281978,0.331589,1.000000,0.247564,0.093022,0.715816,0.996223,1.000000,1.000000,1.000000,0.000016,0.006734,0.000000,0.000000,1.000000,0.493546,0.008313,0.921349,0.000000,0.337344,0.000000,0.017380,0.000001,0.014818,1.000000,1.000000,0.999986,0.025645,0.002134,0.000001,1.000000,0.980750,0.072321,1.000000,0.999993,0.157987,1.000000,0.000000,0.999984,0.990274,0.945756,1.000000,0.012684,0.001914,0.647116,0.449801,1.000000,0.998613,1.000000,0.002383,0.994526,1.000000,0.000000,0.001596,0.000000,0.128405,0.000002,0.560634,1.000000,0.000000,0.000003,0.002409,0.184595,0.999974,1.000000,1.000000,0.018090,1.000000,0.192864,0.000000,0.996790,0.831680,0.814397,0.033738,0.000000,1.000000,1.000000
6,0.000169,0.754427,0.000000,1.000000,0.917422,0.973245,1.000000,1.000000,0.000008,0.023875,1.000000,0.099608,1.000000,1.000000,0.000496,0.999745,0.000000,0.629847,0.997050,0.961032,0.000000,0.000000,1.000000,1.000000,0.089417,0.999984,1.000000,0.030659,0.033272,0.002925,0.000001,0.258471,0.000000,0.000000,0.973396,0.000000,0.000000,0.014016,0.999936,1.000000,0.999995,0.622693,0.808287,1.000000,1.000000,1.000000,0.224346,0.999461,0.981603,0.000000,0.972246,0.471803,0.291121,1.000000,0.002634,0.575760,0.028782,0.025323,1.000000,0.999978,1.000000,0.000001,0.000215,0.000001,0.000000,1.000000,0.016923,0.001834,0.096968,0.000000,0.454232,0.000003,0.871614,0.000000,0.321589,1.000000,0.999998,1.000000,0.478602,0.032115,0.064633,1.000000,0.003998,0.882579,1.000000,1.000000,0.000000,1.000000,0.013467,1.000000,0.999346,0.000135,1.000000,0.015630,0.000000,0.177061,0.629204,1.000000,0.006625,0.999988,0.100883,1.000000,1.000000,0.000000,0.000111,0.000000,0.540977,0.000155,0.000000,1.000000,0.000000,0.000153,0.002647,0.016697,0.999985,1.000000,1.000000,0.017080,1.000000,0.149289,0.000000,0.999983,0.999912,0.030134,0.000015,0.000000,1.000000,1.000000
3,0.000017,0.144079,0.000000,1.000000,0.000864,0.994097,1.000000,1.000000,0.000013,0.081537,1.000000,0.705795,0.999999,1.000000,0.000070,0.975157,0.000000,0.745043,0.021361,0.015734,0.000000,0.000000,1.000000,1.000000,0.999889,0.999960,1.000000,0.014767,0.004749,0.030858,0.000013,0.995581,0.000004,0.000023,0.000000,0.000000,0.000000,0.004737,0.999981,1.000000,0.999997,0.534861,0.759881,1.000000,0.999990,0.999999,0.199156,1.000000,0.794155,0.000000,0.962665,0.107152,0.009233,1.000000,0.985704,0.973807,0.013460,0.734720,0.999960,1.000000,1.000000,0.000002,0.007431,0.000000,0.000000,0.999791,0.025880,0.998346,0.948610,0.000000,0.971235,0.000001,0.933298,0.000000,0.573197,1.000000,0.999995,1.000000,0.969239,0.083462,0.003985,0.999871,0.007055,0.262278,0.999998,1.000000,0.013596,1.000000,0.008376,1.000000,0.065487,0.002332,1.000000,0.372345,0.000000,0.001242,0.075519,1.000000,0.006021,1.000000,0.946616,0.999999,1.000000,0.000000,0.051378,0.000224,0.235577,0.000007,0.021620,1.000000,0.000000,0.007959,0.233402,0.202647,1.000000,1.000000,1.000000,0.003410,1.000000,0.000078,0.000000,0.999668,0.999995,0.272798,0.990467,0.000000,1.000000,0.999960
4,0.038136,0.923749,0.000000,1.000000,0.989342,0.903112,1.000000,0.999999,0.000047,0.026296,1.000000,0.701160,1.000000,0.999996,0.001748,0.998312,0.000000,0.997191,0.997963,0.931186,0.000000,0.000000,1.000000,1.000000,0.410321,1.000000,1.000000,0.930409,0.909651,0.510914,0.000000,0.934689,0.000000,0.000000,0.000000,0.000000,0.000000,0.004497,1.000000,1.000000,1.000000,0.995555,0.973556,1.000000,1.000000,1.000000,0.003800,0.999835,0.262613,0.000000,0.018049,0.982815,0.170500,1.000000,0.667552,0.617945,0.344363,0.038896,1.000000,1.000000,1.000000,0.176542,0.968132,0.000002,0.000000,1.000000,0.000004,0.029433,0.015088,0.000000,0.196275,0.000000,0.689658,0.000000,0.993629,1.000000,1.000000,1.000000,0.689232,0.998182,0.000000,1.000000,0.001539,0.020791,1.000000,1.000000,0.993687,1.000000,0.000000,1.000000,0.393104,0.101355,1.000000,0.841622,0.000000,0.001139,0.175754,0.999996,0.998115,1.000000,0.013424,0.999999,1.000000,0.000000,0.000020,0.000000,0.096841,0.003860,0.453360,1.000000,0.000000,0.001517,0.844047,0.176896,0.999995,1.000000,1.000000,0.950436,1.000000,0.995941,0.000000,0.996843,0.965084,0.213562,0.981565,0.000000,1.000000,1.000000
9,0.000001,0.987727,0.000000,1.000000,0.990729,0.534367,0.923757,1.000000,0.393511,0.976835,0.999974,0.984356,1.000000,1.000000,0.314878,0.998902,0.000000,0.201825,0.993627,0.412811,0.000000,0.000000,1.000000,1.000000,0.999904,1.000000,1.000000,0.999945,0.003239,0.533843,0.000000,0.837387,0.000008,0.000000,0.003056,0.000000,0.000000,0.988860,1.000000,1.000000,1.000000,0.908488,0.015766,1.000000,1.000000,1.000000,0.065352,1.000000,0.899794,0.000000,0.905695,0.003649,0.589019,1.000000,0.000065,0.040600,0.979741,0.000307,1.000000,1.000000,1.000000,0.000083,0.001793,0.000041,0.000000,1.000000,0.000122,0.929795,0.970297,0.000000,0.838174,0.000000,0.755384,0.000000,0.012028,1.000000,0.999999,0.999980,0.396858,0.525504,0.041313,1.000000,0.900496,0.089195,1.000000,0.999861,0.001982,1.000000,0.000000,1.000000,0.981760,0.019663,0.999999,0.780172,0.000000,0.999638,0.344821,1.000000,0.979144,1.000000,0.950647,1.000000,1.000000,0.000000,0.000041,0.000000,0.119744,0.000000,0.000652,1.000000,0.000000,0.000001,0.867581,0.395220,1.000000,1.000000,1.000000,0.044190,1.000000,0.000000,0.000000,0.999968,0.989659,0.013456,0.000570,0.000000,1.000000,1.000000
0,0.992407,0.803872,0.001099,1.000000,0.980267,0.035528,1.000000,1.000000,0.948472,0.221015,1.000000,0.561764,1.000000,0.999999,0.026208,0.990863,0.000000,0.868807,0.019980,0.121473,0.000000,0.000000,1.000000,1.000000,0.750645,1.000000,1.000000,0.999992,0.338180,0.024236,0.000002,0.909800,0.000001,0.000000,0.000000,0.000000,0.000000,0.219801,1.000000,0.999993,1.000000,0.925545,0.016652,1.000000,1.000000,1.000000,0.987997,1.000000,0.893894,0.000000,0.091616,0.002479,0.789841,1.000000,0.026374,0.034993,0.018078,0.174451,1.000000,1.000000,1.000000,0.444119,0.012133,0.000000,0.000000,1.000000,0.002288,0.346613,0.058102,0.000000,0.200469,0.215152,0.041000,0.000000,0.259781,1.000000,1.000000,1.000000,0.627024,0.260749,0.862036,1.000000,0.004711,0.664793,1.000000,1.000000,0.000000,1.000000,0.994762,0.999999,0.003972,0.144190,1.000000,0.964910,0.000000,0.003272,0.166023,1.000000,0.000003,1.000000,0.558467,0.999972,1.000000,0.000000,0.000162,0.000000,0.794118,0.000002,0.324403,1.000000,0.000000,0.000000,0.240728,0.686808,1.000000,1.000000,1.000000,0.023124,1.000000,0.846031,0.000000,0.999944,0.999999,0.994249,0.008499,0.000000,1.000000,1.000000
2,0.325621,0.013067,0.000000,0.999996,0.997507,0.335214,1.000000,0.999987,0.271465,0.009140,1.000000,0.141059,1.000000,1.000000,0.003651,0.998204,0.000000,0.983180,0.999588,0.014573,0.000000,0.000000,1.000000,0.999996,0.000000,1.000000,1.000000,0.671300,0.987728,0.558600,0.000000,0.000256,0.000706,0.000001,0.000000,0.000000,0.000623,0.802750,1.000000,1.000000,0.999995,0.052195,0.670182,0.999999,1.000000,1.000000,0.002139,0.999998,0.746497,0.000000,0.031700,0.990062,0.096417,1.000000,0.194678,0.734342,0.023697,0.949418,1.000000,1.000000,1.000000,0.249419,0.003415,0.000000,0.000000,0.999656,0.085185,0.950757,0.026162,0.000000,0.066442,0.000001,0.360742,0.000000,0.994524,1.000000,1.000000,0.999992,0.093049,0.011409,0.971569,1.000000,0.162792,0.121166,1.000000,0.999788,0.000000,1.000000,0.003257,1.000000,0.308572,0.179520,1.000000,0.064782,0.000000,0.968252,0.345790,1.000000,0.036906,1.000000,0.889376,1.000000,1.000000,0.000000,0.000027,0.000003,0.051393,0.001668,0.899794,1.000000,0.000000,0.000000,0.830371,0.870925,0.999998,1.000000,1.000000,0.015958,1.000000,0.988628,0.000000,0.402704,0.999907,0.655783,0.016908,0.000000,1.000000,1.000000
7,0.007694,0.028484,0.000000,1.000000,0.884711,0.185731,1.000000,1.000000,0.065378,0.262843,1.000000,0.026048,1.000000,1.000000,0.011426,0.990919,0.000001,0.586207,0.997264,0.951376,0.000000,0.000000,1.000000,1.000000,0.009426,1.000000,1.000000,0.996809,0.039011,0.420957,0.000000,0.999721,0.000000,0.000160,0.105399,0.000000,0.000000,0.260972,1.000000,0.999870,1.000000,0.822867,0.948682,0.999999,1.000000,1.000000,0.002802,0.999949,0.113076,0.000000,0.021820,0.655826,0.989840,1.000000,0.966485,0.315128,0.539620,0.997226,1.000000,0.999986,1.000000,0.018470,0.026727,0.000000,0.000000,1.000000,0.011722,0.348134,0.639912,0.000000,0.617144,0.032208,0.995750,0.000000,0.012667,1.000000,1.000000,1.000000,0.016177,0.212953,0.000000,1.000000,0.009535,0.073912,1.000000,1.000000,0.980202,1.000000,0.996708,1.000000,0.807589,0.006188,0.999904,0.193982,0.000000,0.992199,0.197368,1.000000,0.000002,1.000000,0.548239,1.000000,1.000000,0.000000,0.000007,0.000000,0.284377,0.000000,0.000041,1.000000,0.000000,0.000318,0.204230,0.162493,0.987963,1.000000,1.000000,0.029072,1.000000,0.000000,0.000000,0.998851,1.000000,0.296351,0.001754,0.000003,1.000000,1.000000
